"" "tBodyGyroMag.mad.." "tBodyGyroMag.max.." "tBodyGyroMag.min.." "tBodyGyroMag.arCoeff..1" "tBodyGyroMag.arCoeff..2" "tBodyGyroMag.arCoeff..3" "fBodyGyro.meanFreq...Z" "fBodyGyro.skewness...X" "fBodyGyro.kurtosis...X" "fBodyGyro.bandsEnergy...1.8" "fBodyGyro.bandsEnergy...9.16" "fBodyGyro.bandsEnergy...17.24" "fBodyAcc.energy...X" "fBodyAcc.energy...Y" "fBodyAcc.energy...Z" "fBodyAcc.entropy...Y" "fBodyAcc.entropy...Z" "fBodyAcc.maxInds.X" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyAccJerk.max...Y" "fBodyAccJerk.max...Z" "fBodyAccJerk.min...X" "fBodyAccJerk.bandsEnergy...49.56" "fBodyAccJerk.bandsEnergy...57.64" "fBodyAccJerk.bandsEnergy...1.16" "fBodyAccJerk.bandsEnergy...25.48" "fBodyAccJerk.bandsEnergy...1.8.1" "fBodyAccJerk.bandsEnergy...9.16.1" "fBodyAcc.bandsEnergy...49.64" "fBodyAcc.bandsEnergy...1.8.1" "fBodyGyro.bandsEnergy...1.24" "fBodyGyro.bandsEnergy...9.16.1" "fBodyAcc.skewness...Z" "fBodyAcc.bandsEnergy...9.16" "fBodyAccJerk.bandsEnergy...33.48.2" "fBodyAccJerk.bandsEnergy...25.48.2" "fBodyAccJerk.bandsEnergy...49.64.1" "fBodyAccJerk.bandsEnergy...1.8.2" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tGravityAcc.std...X" "tGravityAcc.min...Z" "tGravityAcc.sma.." "tGravityAcc.energy...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tGravityAcc.mad...X" "tBodyAccJerk.min...X" "tBodyAccJerk.min...Y" "tBodyAccJerk.min...Z" "tBodyAccJerk.arCoeff...X.1" "tBodyAccJerk.arCoeff...X.2" "tBodyAccJerk.arCoeff...X.3" "tBodyAccJerk.sma.." "tBodyAccJerk.energy...X" "tBodyAccJerk.energy...Y" "tBodyGyroJerk.arCoeff...Z.3" "tBodyGyroJerk.arCoeff...Z.4" "tBodyGyroJerk.correlation...X.Y" "tBodyAccMag.entropy.." "tBodyAccMag.arCoeff..1" "tBodyAccMag.arCoeff..2" "tBodyGyroJerk.correlation...X.Z" "tBodyGyroJerk.correlation...Y.Z" "tBodyAccMag.mean.." "tBodyAccJerk.arCoeff...Z.3" "tBodyGyro.mean...X" "tBodyAccJerk.arCoeff...Z.4" "tBodyGyro.mad...Z" "tBodyGyro.min...Y" "tBodyGyro.max...X" "tBodyGyro.arCoeff...Z.2" "tBodyGyro.correlation...Y.Z" "tBodyGyro.arCoeff...Z.3" "tBodyGyro.iqr...Z" "tBodyGyro.arCoeff...X.2" "tBodyGyro.entropy...X"
activity tBodyGyroMag.mad.. tBodyGyroMag.max.. tBodyGyroMag.min.. tBodyGyroMag.arCoeff..1 tBodyGyroMag.arCoeff..2 tBodyGyroMag.arCoeff..3 fBodyGyro.meanFreq...Z fBodyGyro.skewness...X fBodyGyro.kurtosis...X fBodyGyro.bandsEnergy...1.8 fBodyGyro.bandsEnergy...9.16 fBodyGyro.bandsEnergy...17.24 fBodyAcc.energy...X fBodyAcc.energy...Y fBodyAcc.energy...Z fBodyAcc.entropy...Y fBodyAcc.entropy...Z fBodyAcc.maxInds.X fBodyAccJerk.std...X fBodyAccJerk.std...Y fBodyAccJerk.std...Z fBodyAccJerk.max...Y fBodyAccJerk.max...Z fBodyAccJerk.min...X fBodyAccJerk.bandsEnergy...49.56 fBodyAccJerk.bandsEnergy...57.64 fBodyAccJerk.bandsEnergy...1.16 fBodyAccJerk.bandsEnergy...25.48 fBodyAccJerk.bandsEnergy...1.8.1 fBodyAccJerk.bandsEnergy...9.16.1 fBodyAcc.bandsEnergy...49.64 fBodyAcc.bandsEnergy...1.8.1 fBodyGyro.bandsEnergy...1.24 fBodyGyro.bandsEnergy...9.16.1 fBodyAcc.skewness...Z fBodyAcc.bandsEnergy...9.16 fBodyAccJerk.bandsEnergy...33.48.2 fBodyAccJerk.bandsEnergy...25.48.2 fBodyAccJerk.bandsEnergy...49.64.1 fBodyAccJerk.bandsEnergy...1.8.2 tGravityAcc.mean...Y tGravityAcc.mean...Z tGravityAcc.std...X tGravityAcc.min...Z tGravityAcc.sma.. tGravityAcc.energy...X tGravityAcc.std...Y tGravityAcc.std...Z tGravityAcc.mad...X tBodyAccJerk.min...X tBodyAccJerk.min...Y tBodyAccJerk.min...Z tBodyAccJerk.arCoeff...X.1 tBodyAccJerk.arCoeff...X.2 tBodyAccJerk.arCoeff...X.3 tBodyAccJerk.sma.. tBodyAccJerk.energy...X tBodyAccJerk.energy...Y tBodyGyroJerk.arCoeff...Z.3 tBodyGyroJerk.arCoeff...Z.4 tBodyGyroJerk.correlation...X.Y tBodyAccMag.entropy.. tBodyAccMag.arCoeff..1 tBodyAccMag.arCoeff..2 tBodyGyroJerk.correlation...X.Z tBodyGyroJerk.correlation...Y.Z tBodyAccMag.mean.. tBodyAccJerk.arCoeff...Z.3 tBodyGyro.mean...X tBodyAccJerk.arCoeff...Z.4 tBodyGyro.mad...Z tBodyGyro.min...Y tBodyGyro.max...X tBodyGyro.arCoeff...Z.2 tBodyGyro.correlation...Y.Z tBodyGyro.arCoeff...Z.3 tBodyGyro.iqr...Z tBodyGyro.arCoeff...X.2 tBodyGyro.entropy...X
Standing -0.981590482962963 -0.98647915 -0.978568480740741 0.0650642206666667 -0.169681509377778 0.158130762148148 0.133563534111111 -0.238052958222222 -0.54833585962963 -0.999924044444444 -0.999926855185185 -0.999955064074074 -0.999980825185185 -0.998955282592593 -0.999324733333333 -0.889919018888889 -0.89445122962963 -0.596176822074074 -0.995497610370371 -0.987593835555556 -0.99247340962963 -0.989905288888889 -0.992292537407407 -0.996111295555556 -0.999911935925926 -0.999985842962963 -0.999981596296296 -0.999900984444444 -0.999877438148148 -0.999873776296296 -0.999959848888889 -0.998660205185185 -0.999917334074074 -0.999976014074074 -0.429694762481481 -0.999976965555556 -0.999752096666667 -0.999836923333333 -0.999782688518518 -0.999864889259259 -0.20475228962963 0.0423383127185185 -0.996553924814815 0.0388013843 -0.358416282222222 0.891971156666667 -0.982580801481482 -0.978584582962963 -0.996614624074074 0.993873080740741 0.990595927777778 0.990560225925926 0.31218055037037 0.118513739074074 0.332941226148148 -0.993003034814815 -0.999952573703704 -0.99976157037037 0.222414690488889 0.0812455145407407 0.132214577492593 -0.692458116481481 0.243884190148148 -0.238151899222222 0.0074431055925926 -0.254349766851852 -0.987113304444444 0.125638812403704 -0.0250765735148148 0.260371024074074 -0.984996285555556 0.912543568888889 -0.878009468518519 -0.271130126 -0.509250306148148 0.187650970148148 -0.986898895555556 -0.0452165625518519 -0.410096452
Sitting -0.887642587083333 -0.935350427083333 -0.920254667083333 0.0414242646666666 -0.131315630708333 0.1238717375 -0.075002763 -0.167454345870833 -0.469935120125 -0.996350822916667 -0.999559388333333 -0.999479810833333 -0.99689207 -0.975071959166667 -0.97882630375 -0.74782820975 -0.761627197958333 -0.841397849583333 -0.980978372083333 -0.97581435 -0.984902949166667 -0.980656296666667 -0.985237090416667 -0.98658419625 -0.999490821666667 -0.9995652 -0.99948763625 -0.998917021666667 -0.998326101666667 -0.998923066666667 -0.998429110416667 -0.965840135416667 -0.996533020416667 -0.999547952083333 -0.180420354833333 -0.999431836666666 -0.999579039166667 -0.999704627916667 -0.999709962916667 -0.995821063333333 0.204414433291667 0.369660885833333 -0.952580979583333 0.35393784625 0.286638189083333 0.523074952166667 -0.908233214166667 -0.933733500416667 -0.953204672916667 0.977589588333334 0.977146898333333 0.980543667916667 0.166681539833333 0.215125281625 0.221499858625 -0.982013291666667 -0.99900701375 -0.998607374583334 0.22449206 -0.0195376137 -0.107417942 -0.460884445458333 0.0230894059583333 -0.0459274301791667 0.0926496823375 -0.0398413894291667 -0.920811364583333 0.0232129250458333 -0.0447430435041667 0.2088176194625 -0.92357791 0.881299875416667 -0.86140114875 -0.142385810875 -0.272177429791667 0.126388661708333 -0.950512923333333 -0.079675847875 -0.685374774833333
Laying -0.798283325888889 -0.780707894814815 -0.880210277777778 -0.102971750631852 -0.00187860992592592 0.0138843014444444 -0.00769446374074073 -0.211766420148148 -0.515372037074074 -0.955743438888889 -0.954953282222222 -0.990145518148148 -0.984477655555556 -0.879130986666667 -0.938465722962963 -0.571236454740741 -0.610539948444444 -0.715651135555556 -0.950282404814815 -0.899657276666667 -0.948652061481481 -0.923740115925926 -0.955617158518518 -0.980212468518519 -0.996516764074074 -0.999712017037037 -0.996852022962963 -0.990409784814815 -0.928942314814815 -0.986125596296296 -0.99441693962963 -0.844078134444445 -0.952052742222222 -0.998627801481481 -0.423123378 -0.996395005185185 -0.993430272592593 -0.996197153333333 -0.959701833333333 -0.968558714814815 0.57461005937037 0.693036982962963 -0.859542602222222 0.662877262222222 0.238943295555556 -0.923751525925926 -0.849709855851852 -0.870218523703704 -0.862935137777778 0.929714760740741 0.889790931111111 0.911625451111111 -0.00475968825925926 0.203598800407407 0.0674339278388889 -0.935848258888889 -0.993921513333333 -0.972498742592593 0.182316005585185 -0.136226141477778 0.0151857841111111 -0.27912244037037 0.0390575001481481 -0.0270034421111111 -0.0435395065518518 -0.117744094518519 -0.799777119740741 0.02533085 -0.00708298511851852 0.150788433037037 -0.903294221851852 0.877428084814815 -0.789006465185185 -0.060591400962963 -0.0539858611481481 0.0182240539296296 -0.934368465185185 0.0210390286555556 -0.129848770225926
Walking -0.0740284219859574 -0.346393922553191 -0.608665633531915 0.269052451268085 -0.266128687680851 0.174646789297872 0.0464881902021276 -0.27400272706383 -0.606314382340425 -0.949543086595745 -0.431434882340425 -0.754771246170213 -0.720056186595745 -0.389204916595745 -0.681845139787234 0.572766079361702 0.424521113191489 -0.719972543617021 -0.15496504812766 0.0829584419191489 -0.572038510212766 -0.0106044736276596 -0.617734754468085 -0.746307809574468 -0.842291052765958 -0.966817031702127 -0.733040236808511 -0.629715609574468 -0.706433752765957 -0.41995301893617 -0.885758438723404 -0.662704002340425 -0.858301553191489 -0.920542540851064 -0.264056592468085 -0.766951416808511 -0.935701174468085 -0.927777585531915 -0.791676597234042 -0.844208059574468 -0.254952372553191 -0.0271018772765957 -0.979987483404256 -0.0358823319574468 -0.303360465957447 0.854927482765957 -0.972671912765958 -0.954651405744681 -0.980496827021277 0.0732232515276596 0.14900432772766 0.439483231702128 -0.355244346723404 0.297643647514894 0.0572123319042553 -0.136739327257447 -0.617465469574468 -0.440561869787234 -0.0881948272553192 -0.0101253049574468 0.475616923191489 0.831468250425532 0.0481511359297872 -0.121291325274468 -0.226237221351064 -0.105927710081277 -0.10973510263617 0.0191289957255319 -0.0494430330482979 -0.124649910978723 -0.348838908297872 0.469750647659574 -0.475798159574468 0.184446768893617 0.0795867296404255 -0.2277958445 -0.440136824042553 0.314190505106383 0.259945990744681
Walking_Downstairs -0.11769086568 -0.22431615064 -0.3580320836 0.285905248392 -0.377607846052 0.3583254206 -0.059912349992 -0.15411186732 -0.42475951292 -0.8456097984 -0.8092448808 -0.8438478376 -0.4642523704 -0.5166951844 -0.6988594024 0.6014103816 0.5440967408 -0.780645158 -0.104803160124 -0.124719812364 -0.4021189892 -0.3406479144 -0.4677110956 -0.6620469176 -0.846924792 -0.958269302 -0.6622343292 -0.478010786 -0.6987408448 -0.67472708 -0.8109083476 -0.6709068356 -0.8212609036 -0.8913144232 -0.3652298668 -0.7281543284 -0.858939746 -0.8378242936 -0.8495417852 -0.9097188016 -0.2470821868 -0.028010463204 -0.9522415624 -0.05287625308 -0.3355322152 0.8369725688 -0.9463702492 -0.8914588824 -0.9526582336 -0.02800439604 0.2785041868 0.35162842 -0.37447798692 0.264088340444 -0.0497146090488 -0.085997451996 -0.519788782 -0.5773354916 -0.03554430128 -0.02951918708 0.3924720716 0.858985302 -0.113744948348 0.049168126624 -0.232749944556 -0.338139764448 0.02431820024 0.10240018264 -0.10120402921 0.19477299188 -0.197409392404 0.304658086 -0.5033815 0.25730220096 -0.384926134 -0.20885722752 -0.3487532712 0.368666386 0.12346563356
Walking_Upstairs -0.0777913497730769 -0.343005413846154 -0.580027173769231 -0.37560901 0.280810425192308 -0.0600054867653846 -0.137925632711539 -0.131560234746154 -0.440220506538462 -0.897023632307692 -0.88337884 -0.948240956153846 -0.805353977307692 -0.537236360384615 -0.521629543076923 0.41032475 0.239888533076923 -0.80645161 -0.493864093076923 -0.408001117307692 -0.740737201538462 -0.518790576153846 -0.771930416538462 -0.884884928461538 -0.954012653076923 -0.994691317307693 -0.884847708076923 -0.901445676538462 -0.619415839230769 -0.867004083461539 -0.946204478846154 -0.459823459230769 -0.885166588461538 -0.940333829230769 0.418642056923077 -0.924869779230769 -0.978410624230769 -0.981896702307692 -0.936581938461538 -0.809273914230769 -0.337704294615385 -0.0541454797307692 -0.956269148461538 -0.0742946861538462 -0.0847171941730769 0.751129463461538 -0.954738093461538 -0.907178591923077 -0.958428579230769 0.356804 0.528555586538462 0.718493157307692 -0.465378572769231 0.235253940596154 0.0550168799230769 -0.484146429230769 -0.858953981538462 -0.815761486923077 0.0194719801615385 -0.0230007305 0.370360264192308 0.797076300769231 -0.361933014615385 0.262817430423077 -0.257650937615385 -0.219077187 -0.158013555923077 -0.105601150538462 0.0420931393846154 -0.300683491961538 -0.538718738846154 0.408461647692308 -0.417457254415385 0.341414323461538 0.1174287075 -0.162913899634615 -0.603168135 0.33628502 0.133546163423077
Standing -0.969870655384615 -0.978622590769231 -0.974631791153846 0.0922589836269231 -0.204280165576923 0.169739719257692 0.0663842015923077 -0.0954050777692308 -0.469717361153846 -0.999758553461538 -0.999930092692308 -0.999944033461538 -0.99993640576923 -0.998503709230769 -0.998868011538462 -0.852838363076923 -0.856428156538461 -0.823821339192308 -0.994633606153846 -0.986420479230769 -0.992221473076923 -0.988707814230769 -0.992162555 -0.995554093076923 -0.999934789230769 -0.999987549230769 -0.999977060769231 -0.999853488461538 -0.999696073076923 -0.999813846538462 -0.999947521153846 -0.998055927692308 -0.9997641 -0.999936737307692 -0.291688871153846 -0.999969207307692 -0.999774288846154 -0.999843358076923 -0.999732893076923 -0.999758735384615 -0.343839665 -0.0164666761653846 -0.990864701538461 -0.021170091245 -0.124958989346154 0.798617769615384 -0.979819005 -0.973976601153846 -0.990897685384615 0.990991073846154 0.988346284615384 0.988250973076923 0.233596807076923 0.196465508923077 0.190911114653846 -0.992155783846154 -0.999937561538462 -0.999697036153846 0.146907512746154 0.158482611851923 0.0796973307653846 -0.632449882807692 0.152904346153846 -0.133208542296154 -0.08413519805 -0.200974097615385 -0.981334068076923 0.0882625155 -0.0228570176688462 0.159641952961538 -0.977588928076923 0.910963992307692 -0.869379152307692 -0.158074538538462 -0.408645816923077 0.153713457581154 -0.981660969615385 -0.0642914017692308 -0.304204906346154
Sitting -0.973838693636364 -0.980746351818182 -0.936790795454545 0.295007649090909 -0.309845378181818 0.265056203636364 0.096503225 -0.4699225283 -0.700002138818182 -0.999980331818182 -0.999979626363636 -0.999987144545454 -0.999846154545454 -0.992386998181818 -0.999059378181818 -0.856283162909091 -0.901496355454546 -0.771260996727273 -0.995426717272727 -0.987679554545455 -0.990807293636364 -0.987259052727273 -0.992032209090909 -0.993304777272727 -0.999935450909091 -0.999973405454545 -0.999982892727273 -0.999894077272727 -0.999561628181818 -0.999950056363636 -0.999778530909091 -0.98973311 -0.999978734545454 -0.999985677272727 -0.507371369090909 -0.999967100909091 -0.999624835454545 -0.999730117272727 -0.99982072 -0.999750840909091 0.311775131818182 0.349716849090909 -0.985208552727273 0.346619647272727 0.470166335454545 0.457582491818182 -0.952756190909091 -0.975291327272727 -0.986202342727273 0.993573326363636 0.989996624545455 0.985879598181818 0.213430615636364 0.183090220636364 0.27856761 -0.992439595454545 -0.999953367272727 -0.999767837272727 0.218464592 0.00845421318181818 -0.114480945181818 -0.697070242727273 0.369368862727273 -0.309963725454545 0.177282859909091 0.0385056188181818 -0.978576727272727 -0.0356152624545454 -0.0343359037272727 0.219509104636364 -0.977795726363636 0.905360413636364 -0.887546645454545 -0.154776708363636 -0.420669899863636 0.0212122014545455 -0.978543733636364 -0.128005873818182 -0.818392319090909
Laying -0.960299838333333 -0.975997456666667 -0.956080518333333 0.08381117775 -0.102695896083333 0.0171122163083333 0.166816544166667 -0.332205844166667 -0.581264408483333 -0.9998650875 -0.999974769166667 -0.999966293333333 -0.999843526666667 -0.9997224325 -0.999325109166667 -0.955543553333333 -0.903925430833333 -0.661290323333333 -0.991809478333333 -0.988014580833333 -0.992429163333333 -0.98932426 -0.991565243333333 -0.994621065 -0.999939879166667 -0.9999876475 -0.999942173333333 -0.99978273 -0.9999014625 -0.999898440833333 -0.999942665833333 -0.9997396525 -0.999870285833333 -0.99997264 -0.548172170333333 -0.999908969166667 -0.999813068333333 -0.9998478875 -0.999929850833333 -0.999850013333333 0.796040270833333 0.493893485 -0.9793321675 0.493418135833333 0.559561784166667 -0.836122794166667 -0.993543375 -0.982362284166667 -0.9794219925 0.98947373 0.9898038575 0.987685770833333 0.138222175208333 0.149188471083333 0.106455709833333 -0.992103935 -0.999886439166667 -0.999767789166667 0.279340154666667 -0.116560185333333 0.125718021333333 -0.73826502525 0.284392505833333 -0.22101146925 0.0321059066666667 0.0128165979416667 -0.988466459166667 0.143040165666667 -0.0142646218583333 0.206775719666667 -0.962521928333333 0.907494461666667 -0.874021275 -0.240545185333333 0.190502599166667 0.122217745558333 -0.961613465 -0.172751071666667 -0.538926279166667
